logFC	logCPM	PValue	adj.p.value
C1orf56	-0.145106	-0.0531124	0.800456	0.924206
PRDX4	-0.069182	1.21015	0.800457	0.924206
MRPL15	0.127162	1.09441	0.800522	0.924206
TM2D2	0.15158	-0.036961	0.800859	0.924367
ZNF761	-0.0779214	1.07578	0.801047	0.92443
PTBP3	0.0718393	1.22592	0.801069	0.92443
MOV10	-0.0608285	2.28849	0.801273	0.92449
SKP1P1	0.0717563	1.29308	0.801382	0.924507
MIEN1	0.172595	-0.478985	0.80155	0.924596
DANCR	0.389018	-1.73624	0.801887	0.924752
MYOM1	0.0358797	3.1463	0.801918	0.92476
CPEB3	0.0848804	1.06763	0.801944	0.92476
RSL24D1P1	0.0895353	1.09964	0.802136	0.924773
CENPO	-0.0752543	1.08311	0.802181	0.924773
GXYLT1	-0.0823296	0.950893	0.802188	0.924773
REV1	0.03845	3.54794	0.802703	0.925109
TSPAN17	-0.110717	0.637753	0.802836	0.925206
GUCY1B3	0.0758786	1.42477	0.802867	0.925216
PTENP1	0.0949346	0.756851	0.802911	0.925216
RAD1	0.118497	-0.0838583	0.802963	0.925216
CUTC	0.0975358	0.256099	0.802979	0.925216
GNAQ	-0.0761799	1.36101	0.803136	0.925256
ZNF192P1	0.0662243	1.59133	0.803463	0.925467
LARGE	0.0298383	4.16546	0.803465	0.925467
CCND3	-0.0515968	2.33061	0.803482	0.925477
FRRS1	0.0503877	2.53575	0.803921	0.925696
KPTN	-0.072269	0.86378	0.804033	0.925767
HYAL2	0.0615254	2.09751	0.804256	0.925865
GGNBP2	-0.0899155	1.08358	0.804303	0.925899
STIP1P3	0.109489	0.319551	0.804403	0.925975
PPP1R9A	0.0698271	1.81023	0.804465	0.926026
UBFD1	0.0745618	1.14645	0.80456	0.926107
CMTM4	-0.044248	2.70067	0.8047	0.926142
MDM2	0.0613406	1.9002	0.805036	0.926328
TP53TG5	0.0707933	1.1759	0.805053	0.926328
C12orf45	-0.0474521	2.11238	0.805081	0.926331
RP11-159D12.8	-0.0758609	1.06453	0.805113	0.926352
BEND5	0.058817	2.34926	0.805221	0.926414
FYB	-0.0351421	3.01682	0.80524	0.926425
DTWD2	-0.0793126	0.877864	0.805276	0.926437
EBPL	-0.076563	0.95205	0.805328	0.926448
FAM166B	-0.0633825	1.8582	0.805449	0.926495
SPR	-0.0902101	1.49937	0.805554	0.926528
ZNF337	0.0570261	2.18503	0.805568	0.926528
RNF38	-0.0562452	2.37477	0.805615	0.926561
PANK1	-0.0846797	1.40099	0.805891	0.9267
GUCA1B	0.0938711	1.1752	0.805899	0.9267
RPE	-0.0831666	0.94001	0.806195	0.92684
RASA4	-0.0746068	1.24383	0.80626	0.92684
C9orf156	-0.0612876	1.90374	0.80652	0.926969
CTC-338M12.4	-0.152964	0.186411	0.80667	0.927035
PHLDA1	-0.499944	-1.63722	0.806967	0.927097
PLVAP	-0.0571898	2.07588	0.806973	0.927097
PSMD12	0.0577902	1.91048	0.807268	0.927228
ZFAS1	0.0841157	0.974382	0.808001	0.927517
SETD2	-0.0485455	2.79307	0.80808	0.927543
LAMTOR5P1	0.0806384	1.28858	0.808137	0.927549
EPG5	-0.04131	3.26337	0.808241	0.927599
DDX50P1	0.085482	0.980825	0.808344	0.927616
NRF1	-0.085388	0.737751	0.809046	0.928015
BLVRA	-0.043272	2.84537	0.809166	0.928085
KIAA1217	0.0319926	3.98655	0.809225	0.928107
RP11-349K21.1	0.0937957	0.708788	0.80937	0.928182
HS2ST1	-0.0696762	0.880207	0.809407	0.928205
MTMR1	-0.0561114	2.20066	0.809446	0.928219
BAZ1B	0.0530656	2.05156	0.80972	0.928331
OTUD3	-0.0558196	2.5097	0.809857	0.928385
SLC8A3	0.0405657	3.11326	0.81003	0.928407
ADAM19	-0.0692445	2.14682	0.810184	0.928524
TGFB1	-0.0848518	1.5218	0.810361	0.928566
SEC63P1	-0.0789843	0.90561	0.810575	0.928605
RP11-703I16.1	0.0870825	0.514858	0.810948	0.928733
CTD-2206G10.2	-0.0817392	1.34871	0.811054	0.928743
CHST10	0.0625192	1.52349	0.811213	0.928783
RAB1C	0.0675165	1.36055	0.811219	0.928783
QTRTD1	-0.0448186	2.73784	0.81123	0.928785
ZNF569	0.0559109	1.68643	0.811244	0.928785
SYNGR2	-0.0602557	1.62656	0.8113	0.928807
ZC3H11A	-0.0481702	2.27646	0.811596	0.928979
FAM111A	-0.0970021	0.59793	0.811653	0.928997
RP11-616L12.4	0.073639	1.33334	0.811713	0.929006
PAXBP1	-0.0605998	1.81398	0.811737	0.929022
AC067969.2	0.1501	-0.709273	0.812089	0.929228
STX12	-0.277468	-1.25941	0.81226	0.929326
IGBP1P1	-0.0787869	0.914939	0.812432	0.929449
XPOTP1	0.0734828	1.04423	0.812474	0.929462
ZER1	0.0873775	1.5128	0.812569	0.92947
SLC4A1AP	-0.0838773	0.990256	0.812601	0.92947
LINC01003	-0.0704174	0.860134	0.812707	0.929523
FRG1B	0.0826709	0.692744	0.812776	0.929561
CTNNBL1	-0.0313509	3.67616	0.812794	0.929572
FAM118B	-0.0555032	1.73296	0.812976	0.92962
SBK3	0.0593954	1.89946	0.813033	0.92962
ASRGL1	-0.070734	1.25069	0.813074	0.929625
SLC7A5	-0.0614665	2.39811	0.813078	0.929625
AFTPH	-0.0547331	1.94868	0.813509	0.9298
STK3	-0.0341419	3.41431	0.813589	0.929871
MSH6	-0.0671397	1.34952	0.813652	0.929873
RNF169	0.0715229	1.03217	0.813656	0.929873
ERHP1	-0.0889129	0.957814	0.813875	0.929932
YEATS4	-0.0901098	0.897512	0.813987	0.929938
RP11-638I2.10	-0.0761174	0.710529	0.81421	0.92998
EIF1AD	0.282638	-1.24057	0.814289	0.930022
GMFB	-0.0549173	1.81371	0.814319	0.930033
MYL12B	0.328307	-1.18173	0.8149	0.930165
TWF1	-0.0563705	1.58033	0.814914	0.930165
NDUFA12	-0.0435536	2.80661	0.814966	0.930208
RPS5	-0.234803	-0.420911	0.815111	0.930296
AKR1C2	0.054249	1.81997	0.815123	0.930296
SNW1	-0.106518	0.292798	0.81533	0.930385
C1orf216	0.0521404	2.0499	0.815522	0.930516
RPF1	-0.103403	1.04806	0.815588	0.930531
TUBD1	-0.0797202	1.11577	0.815621	0.93056
PPM1K	0.219827	-0.0630551	0.81566	0.930575
PRG4	0.0815701	1.20025	0.815775	0.930624
VWA8-AS1	0.0876356	0.816258	0.816148	0.930826
EIF4A1P10	-0.168076	0.0353451	0.81631	0.930874
FBXL7	-0.0482405	2.53585	0.816318	0.930874
ZNF419	-0.0904558	0.304516	0.816323	0.930874
MRVI1-AS1	-0.223303	-1.07259	0.816327	0.930874
YTHDF2	-0.073847	1.3441	0.816405	0.930894
FTSJ2	-0.109517	0.0702735	0.816576	0.93099
CASP8	0.0329628	3.09891	0.816624	0.931004
MOSPD2	-0.0908953	0.66441	0.81663	0.931004
PSKH1	-0.0731776	1.08978	0.816652	0.931004
INO80	-0.0388215	3.46245	0.816762	0.931055
PCED1A	-0.0833576	0.322345	0.817137	0.931292
ZNF480	0.117896	-0.0837246	0.817359	0.931431
RP11-673C5.1	0.0883186	0.605463	0.817447	0.931439
CHMP4BP1	0.0919681	0.966769	0.817475	0.931439
UHRF2	-0.0296578	3.73628	0.817592	0.931474
SPEN	0.0596408	2.00407	0.817667	0.931487
DHX8	-0.0462869	2.44644	0.817776	0.931533
S1PR1	-0.317737	-1.4159	0.817777	0.931533
TNNI1	-0.0600755	1.82528	0.817992	0.93167
PAPD4	-0.0419621	3.04858	0.81807	0.93168
EIF2B1	0.439724	-1.74955	0.818084	0.93168
FAM127A	-0.131559	0.0791511	0.818174	0.931687
REXO1	-0.0688573	1.5136	0.818297	0.931699
PORCN	-0.104623	0.553984	0.818325	0.931699
GABRE	-0.0575756	1.90402	0.818432	0.93177
KIAA0226L	-0.0398569	2.96271	0.818543	0.931827
HIPK1	-0.052998	2.23868	0.81872	0.931969
DDHD2	0.0331126	3.60922	0.818801	0.932023
F10-AS1	0.12358	-0.103356	0.818962	0.932147
STON2	-0.0276804	3.8702	0.818989	0.932148
OFD1	0.067192	1.20199	0.819423	0.932274
DENND5B-AS1	0.406993	-1.84822	0.819536	0.932309
AC005795.1	0.0871419	1.05493	0.819759	0.932386
GEMIN4	-0.0890359	0.264167	0.819788	0.932409
KCNMA1-AS1	0.0553847	3.04323	0.81988	0.932463
AKR1B15	0.0471841	2.51034	0.820101	0.932594
RPS3A	0.169464	-0.767402	0.820126	0.932597
NT5C	0.361996	-1.35476	0.820182	0.932631
GATM	-0.0420082	2.3094	0.820207	0.93264
HSPA9P1	0.060175	1.4777	0.820298	0.932704
COL4A3	-0.0407867	2.9872	0.820637	0.932963
FAM171A1	-0.0468122	2.35874	0.820701	0.932996
NBPF15	0.152411	-0.813877	0.820867	0.933096
AC073109.2	-0.0624456	1.4528	0.821132	0.933229
PTPN3	-0.0355215	3.37479	0.821264	0.933263
TSPAN31	-0.135403	-0.502287	0.821284	0.933263
ZNF674	-0.125399	0.744796	0.821513	0.933388
RP11-347I19.8	0.353947	-1.86445	0.821665	0.933462
NBEA	0.0340465	3.10403	0.821888	0.933569
RNF216-IT1	-0.0647022	1.31742	0.821959	0.933578
ERLIN1	-0.0875799	0.696052	0.821973	0.933578
ACVR2A	0.0617535	2.07184	0.822198	0.933743
MTF2	0.034266	2.94057	0.822496	0.93391
CLN6	-0.0569176	1.61069	0.822611	0.933968
STK17B	0.0428313	2.59399	0.822674	0.93401
FRAS1	0.0266697	3.86724	0.82311	0.934269
TMEM245	-0.0442719	2.76294	0.823192	0.934294
OPA3	0.0667814	1.36167	0.823349	0.934363
FOXP4-AS1	-0.0966503	0.116487	0.823397	0.934396
FAF2	0.0567744	2.15986	0.823704	0.93455
TPP2	-0.0383396	2.78653	0.823737	0.934567
TRAPPC8	0.0387989	3.1865	0.823762	0.934567
TVP23C	0.0845191	0.905709	0.823777	0.934574
TMEM74	-0.0631684	1.32601	0.823827	0.934576
LARP1	-0.0269246	3.79086	0.823961	0.934644
SLC12A6	0.0360624	3.06907	0.824111	0.934703
KATNBL1	-0.0372244	3.02851	0.824133	0.934703
ZCCHC2	0.0347309	3.26502	0.824193	0.934703
AAGAB	0.0551986	2.12605	0.824692	0.934979
CENPH	-0.0752878	0.896893	0.824764	0.935036
RCAN2	0.0637032	1.27123	0.824773	0.935037
CADM2	-0.0523255	2.06226	0.82492	0.935103
SLC16A3	-0.0553485	2.86866	0.824981	0.935103
MMS22L	0.0467825	2.58263	0.825075	0.935134
ZNF430	0.0619995	1.07458	0.825121	0.93517
FAM213A	-0.0400527	2.99154	0.825272	0.93518
TTC4P1	-0.110817	-0.0456056	0.825413	0.935266
ROR1-AS1	-0.0422773	2.28067	0.825443	0.935266
DYRK1B	0.0839174	0.412712	0.825446	0.935266
SYNE2	0.022426	4.89825	0.825821	0.935437
SUDS3	-0.057585	1.61952	0.825855	0.935437
MRPL16	-0.0734594	1.2832	0.826576	0.935883
RCAN1	-0.038791	3.24318	0.826609	0.935903
PCBP1-AS1	-0.0272484	4.22222	0.826706	0.935951
CTA-242H14.1	0.0660143	0.930838	0.826717	0.935954
ZNF782	-0.0458129	2.26307	0.826761	0.935994
PTRHD1	-0.299836	-1.00233	0.826889	0.936029
RP11-144L1.8	-0.0562841	1.43875	0.826964	0.936054
TP53I3	-0.0701666	1.43901	0.827022	0.936057
ARHGEF9-IT1	0.367718	-1.39208	0.827093	0.936074
GOSR1	-0.0481845	2.45827	0.827282	0.936157
ATP6V1B2	-0.0560084	2.15622	0.827404	0.936193
APBB3	0.0449298	2.30584	0.827481	0.936231
TRAPPC6B	0.078913	0.706964	0.827553	0.936248
KIAA1161	-0.0494057	1.83527	0.827578	0.936248
DUSP12	0.0703391	1.29387	0.827601	0.936248
ITGA7	0.0375677	3.45551	0.827797	0.936343
COQ2	-0.0431675	2.10239	0.828473	0.93671
TTC5	0.0686183	1.49601	0.828567	0.936733
FAM13A-AS1	0.147045	-0.828111	0.828731	0.93683
CDCA7	0.0938707	0.632092	0.828811	0.936871
C6orf164	-0.0478509	1.93178	0.828834	0.936873
ENSA	-0.0720294	1.02328	0.829069	0.936965
OCIAD1	-0.0513841	2.59319	0.829077	0.936965
DHX36	0.0282641	3.53411	0.829129	0.936965
CASP4	-0.0331121	3.01483	0.829232	0.936995
SEC62	0.0665555	1.07262	0.829334	0.937041
EIF4EBP2	-0.066766	1.17058	0.829435	0.937089
BSDC1	-0.0494156	2.1054	0.829552	0.937107
ALDH1L1-AS1	0.0867611	0.270526	0.829933	0.937329
HMGN3P1	0.149929	0.968448	0.829961	0.937329
CREB1	0.0371558	2.68537	0.830017	0.937329
AC016768.1	0.0429858	2.88217	0.830507	0.937499
OPA1	0.0334582	3.38492	0.830561	0.937536
FAM21A	0.0772779	0.49889	0.83065	0.937555
CCT7P1	-0.129937	0.505798	0.830843	0.937641
HNRNPKP2	0.0776209	0.877605	0.830871	0.937644
AC104651.2	0.0542495	1.69706	0.830904	0.93765
PENK	0.0517884	1.56538	0.831014	0.937652
TBC1D13	-0.0718454	1.25428	0.831544	0.937998
TAOK3	0.0260036	3.62928	0.831801	0.93818
TBC1D25	-0.0818536	0.52363	0.831832	0.938195
SPTLC2	-0.0338112	2.90736	0.831931	0.938224
GOT1	0.0921408	0.937939	0.832057	0.938271
LCAT	-0.201004	0.0786815	0.832083	0.938271
RP13-36G14.4	0.107432	-0.0745183	0.83228	0.938385
FARSB	-0.0720193	1.02648	0.832772	0.938531
CDH20	0.0316893	3.12997	0.832884	0.938565
C3orf38	0.0819841	0.540068	0.832912	0.938572
TAX1BP1	-0.0440181	2.45111	0.833036	0.938634
MSN	0.0646694	1.34146	0.833093	0.938634
NDUFB5	0.199259	-1.1024	0.833095	0.938634
CST3	0.0519853	1.85359	0.833098	0.938634
ATP5G2P4	0.0845116	0.710588	0.833451	0.938807
SGK3	-0.0337512	3.47707	0.833559	0.938889
RP11-274E7.2	-0.0706551	1.12624	0.833962	0.939019
ITIH5	-0.0251005	3.752	0.834066	0.939069
RP4-655L22.4	-0.0915952	0.0382629	0.834079	0.939073
AC096669.3	0.0799591	0.9958	0.834187	0.939134
FTH1P7	0.0663809	1.12844	0.834344	0.939166
WDFY2	-0.0520589	1.65793	0.834371	0.939182
CD14	0.0605908	1.25366	0.834393	0.939182
C9orf3	0.0227009	4.34938	0.83461	0.939239
SH3KBP1	0.0336986	3.16319	0.834693	0.939239
KDM5B	0.0323999	3.06682	0.834712	0.939239
WWP1	-0.030336	3.58027	0.834808	0.93927
KCND3	-0.0752666	1.55639	0.834858	0.939294
SGMS1	0.0385436	2.86587	0.834893	0.939324
BDP1	-0.0374011	2.71389	0.835069	0.939408
SUPV3L1	-0.0384286	2.6123	0.83517	0.939444
DHX9	-0.0357704	2.87423	0.835186	0.939449
SART3	-0.0466446	3.04164	0.835333	0.939532
ATP13A5-AS1	-0.0604497	1.4238	0.835344	0.939532
RP11-288E14.2	-0.200745	-0.233923	0.835569	0.939713
PSMD5	-0.0698024	0.834187	0.835592	0.939719
HNMT	0.0639066	1.34333	0.835819	0.939818
FGFR1OP	0.0684966	1.8219	0.83597	0.939882
ZNF470	-0.0634157	1.62961	0.836157	0.939982
SACS	0.0326168	3.2165	0.836227	0.940032
SCFD1	-0.027237	3.85639	0.836309	0.940082
RP11-49C9.2	0.090428	0.276425	0.836405	0.940154
GIMAP7	0.388596	-1.71371	0.83647	0.940166
ATP5G3	0.192083	-0.933528	0.836708	0.940279
BLOC1S4	0.0935058	0.782214	0.836943	0.940367
RP11-38P22.2	-0.0746633	0.606382	0.837188	0.940453
RNF103	0.105187	1.04132	0.837325	0.94047
CTD-2516F10.2	-0.026596	3.42959	0.837339	0.94047
AOX1	0.026519	3.43216	0.837495	0.940557
GNL3L	-0.0792572	0.500052	0.837733	0.940662
RPSAP53	-0.0754618	1.14691	0.837789	0.940662
ZBTB26	-0.0526503	1.23767	0.837946	0.94075
BOD1L1	-0.0479856	2.25851	0.838158	0.940798
RP5-894A10.6	-0.0526143	1.53035	0.838163	0.940798
FICD	-0.0810735	1.67002	0.838246	0.940837
RN7SL130P	-0.0737969	0.415481	0.83825	0.940837
DCTD	0.0465654	2.00896	0.838308	0.940845
SRSF8	-0.0709246	1.27733	0.838447	0.940873
CAP2P1	-0.0627622	1.33821	0.838455	0.940873
AKIP1	0.662763	-1.87664	0.838724	0.940979
UBE2V2	-0.0501091	2.23209	0.838773	0.941008
SAYSD1	0.0660489	1.39143	0.838791	0.941015
TPI1P1	0.0766461	0.910955	0.838888	0.941051
FAM13A	0.0286153	4.07453	0.838987	0.941051
SLC16A10	0.0470697	2.33647	0.839117	0.941127
HEBP2	0.0865061	0.26639	0.839153	0.941137
PROB1	0.0566471	1.67783	0.839429	0.941204
TMEM243	-0.0422129	2.08003	0.839535	0.941204
PCSK5	0.0364465	2.85848	0.839581	0.941215
SP110	-0.0368505	3.05912	0.83979	0.941263
NEK11	-0.0336199	3.35751	0.839883	0.941291
RHOB	-0.0746789	0.901526	0.84001	0.941368
AP4S1	-0.0567558	1.21608	0.840205	0.941497
ADAMTS12	-0.0342745	2.91587	0.840378	0.941652
COL6A6	0.0554878	2.00579	0.8404	0.941658
RP11-43N5.1	0.0563844	1.24683	0.84086	0.941869
UST	-0.0351134	2.8716	0.840958	0.94191
TMEM38A	-0.265619	-1.56777	0.840981	0.941916
SEPT7P2	-0.0420051	2.26402	0.841267	0.942013
P2RY2	-0.0912668	0.456805	0.841288	0.942026
HNRNPU	-0.141589	-0.279111	0.841378	0.94207
GDAP1	0.0726467	1.17544	0.841413	0.94207
PLXNC1	-0.0232565	4.2817	0.841441	0.94207
ID1	-0.0986937	-0.0110149	0.842089	0.942403
ING1	-0.1758	-0.879319	0.842113	0.942413
C14orf37	0.0340026	2.94557	0.842188	0.942458
RP4-742C19.13	0.154629	-0.28281	0.842347	0.942537
ELK4	0.0565825	1.59645	0.84242	0.942541
IQCJ-SCHIP1	0.0440582	2.67884	0.84245	0.942565
KAT6A	0.042568	2.59265	0.842508	0.942619
TMED7	0.0642328	0.911823	0.842853	0.942762
LRRC23	-0.0614491	1.64025	0.843275	0.94299
CCDC137	0.168379	0.595951	0.843305	0.942995
FGD6	0.0395314	2.43176	0.843413	0.943036
RP11-700P18.1	-0.0681791	1.23341	0.843597	0.943135
RP11-162O12.2	0.0571615	1.08013	0.843682	0.943201
MT2P1	-0.0727354	0.738843	0.843886	0.943278
RP11-367G18.2	-0.0753051	0.593116	0.843982	0.943282
RNF144A	0.0402276	2.69422	0.844047	0.943326
NPAS2	0.0299057	3.94907	0.844475	0.943539
FTLP2	0.0894857	0.279265	0.844503	0.943539
ASPN	-0.0700816	0.912388	0.84453	0.943539
CSF1	0.0413631	2.54646	0.844547	0.943539
AP000254.8	0.127089	-0.356389	0.844578	0.943539
SDAD1P1	0.15615	-0.65257	0.844645	0.943539
FGF12	0.0296608	3.23473	0.84465	0.943539
SDC2	0.0330894	2.81864	0.844835	0.943553
FLRT2	0.0448627	2.3802	0.844874	0.943587
PPP2R5E	-0.038789	1.98706	0.845012	0.943648
EMP1	-0.0463632	2.6863	0.845534	0.943888
PARVA	-0.0266598	3.22858	0.845696	0.943954
NOL11	-0.0510209	1.80579	0.845865	0.944045
AC044839.1	-0.0571778	1.21532	0.846167	0.94423
VPS37A	-0.0448903	1.75983	0.846182	0.944233
VKORC1	0.163614	-1.34875	0.846382	0.944363
ZNF131	-0.0340036	2.77373	0.846448	0.944388
TMTC1	0.0293801	3.14845	0.846613	0.944494
PARP9	0.0518439	1.20488	0.84668	0.944498
LOXL3	-0.235066	-1.42171	0.846798	0.944498
ZMYND12	0.0582203	1.30899	0.846882	0.944519
PLAU	-0.0500829	1.86573	0.847087	0.944622
PTPLAD2	0.0356001	2.24311	0.847199	0.944641
DACH1	0.05377	1.70072	0.847241	0.944667
RP11-700H6.4	-0.209436	-0.559137	0.847342	0.944719
GPN3	-0.0659642	0.617886	0.847348	0.944719
CRYGS	-0.0554244	1.94418	0.847426	0.944747
CSRP2BP	-0.0573108	1.20882	0.847628	0.944865
SCAMP1	-0.0579519	1.20826	0.847907	0.945021
SFMBT1	-0.0635373	1.12349	0.847961	0.945051
FARS2	0.0713848	0.783616	0.848122	0.945152
ATPAF2	0.063846	0.842255	0.848154	0.945163
ZNF251	-0.05528	1.35368	0.848173	0.945163
YBX1P2	-0.203118	-1.08696	0.848423	0.94528
AKR7A2	-0.186115	-1.26141	0.848495	0.94528
MOCS2	-0.174573	-0.818866	0.849049	0.945424
C19orf60	0.0636778	1.34934	0.849285	0.945522
MTMR2	0.033168	2.73593	0.849517	0.945598
NEK7	0.035586	2.87222	0.849708	0.945639
DCP2	-0.0377995	2.49276	0.849772	0.945639
ZNF471	0.0546244	1.59674	0.849774	0.945639
TNFAIP3	0.048937	1.52339	0.849855	0.945679
PHKG1	-0.0458061	2.07481	0.85004	0.945759
STK11	-0.0535484	3.04121	0.850221	0.945845
RP11-114F3.2	0.0583071	1.2618	0.850326	0.945869
STOML2	-0.0582649	1.41788	0.850501	0.945915
WRNIP1	-0.0473787	1.99167	0.850505	0.945915
MINA	0.0259551	3.3147	0.850599	0.945991
ATP13A3	-0.0240627	3.54841	0.850724	0.946081
CLIP1	0.0241942	3.68491	0.850763	0.946104
PAK2	0.0362836	2.2807	0.850914	0.946182
NCOA6	0.0361375	2.91788	0.850971	0.946186
C10orf11	0.0204122	4.70504	0.850984	0.946186
CBR1	-0.0725152	0.477492	0.851098	0.946215
PGM5	0.0457318	2.34369	0.851494	0.946328
SMARCC1	0.0325346	3.15571	0.851527	0.946341
HERC2P9	0.11225	-0.380078	0.851579	0.946341
GPC4	-0.0591825	0.872934	0.851616	0.946355
RP11-477D19.2	-0.0838154	0.278985	0.851887	0.946463
CTD-2600H12.2	-0.161305	-0.98762	0.852106	0.946565
EVI5	0.0256357	3.19348	0.852115	0.946565
PIN1	-0.10576	0.56313	0.852149	0.946565
HKR1	-0.0338835	2.69602	0.852163	0.94657
SAMD9L	0.0423015	2.25739	0.852299	0.946702
METTL15	-0.0478366	1.26983	0.852341	0.946716
GSTM4	-0.0517468	1.78622	0.852465	0.946753
UHRF1BP1	0.054584	1.44462	0.852508	0.946764
KCTD21-AS1	-0.0449922	1.69621	0.85268	0.946822
LACE1	-0.0352231	2.57764	0.852705	0.946822
ZHX3	0.031942	3.03552	0.852814	0.946846
SLC16A1	0.0542688	1.11222	0.853156	0.946951
ZNF700	-0.126407	0.161515	0.853197	0.946951
ZNF660	-0.0842923	-0.0835535	0.853201	0.946951
DCLK1	-0.0281682	3.43503	0.853209	0.946951
RP11-258C19.7	-0.122311	-0.150032	0.853527	0.947054
AC009404.2	-0.0530466	2.05483	0.853549	0.947054
ATAD1	-0.0659269	0.654849	0.853732	0.947203
FAM117B	-0.0568311	1.07946	0.853824	0.947258
LDHB	-0.03355	2.3903	0.853844	0.947269
RP11-51O6.1	-0.0548797	1.20622	0.854021	0.947413
RP11-395P16.1	-0.0750784	0.878623	0.854104	0.947413
ELF2	0.0279575	3.46454	0.854268	0.947502
CTD-3128G10.6	-0.0811918	0.257293	0.85443	0.947506
AC090587.2	0.203721	-1.44484	0.854521	0.947553
KLHL6-AS1	0.0903016	0.0646835	0.854853	0.947726
OCIAD2	0.0349991	2.42787	0.854894	0.947749
FNTAL1	0.147684	-0.576992	0.854929	0.947754
CTD-2541M15.4	-0.0822572	0.104894	0.855002	0.947771
FBXL20	-0.0570946	0.992148	0.855032	0.947771
IWS1	-0.0339363	2.86487	0.855057	0.947771
TRIQK	-0.0314055	2.65639	0.855345	0.947876
SPDL1	0.0382583	2.28668	0.855804	0.948061
NDUFV3	0.0651641	1.11439	0.856008	0.948189
RPL15P3	-0.061252	1.12792	0.856097	0.948202
AC116366.6	0.0709073	0.322916	0.856099	0.948202
USP14	-0.0314742	2.44132	0.856154	0.948225
UHRF1BP1L	0.0484361	1.84562	0.856271	0.948301
DLG2-AS1_1	-0.078064	0.184777	0.856368	0.948335
IGSF10	0.031234	2.91209	0.85643	0.948385
GATAD1	0.0509337	1.89629	0.856452	0.948399
EED	-0.0329093	2.75327	0.85662	0.948475
TATDN2	-0.0450259	1.83235	0.856821	0.948574
MARC2	0.027035	2.85337	0.856964	0.948637
EIF4B	-0.0522755	1.96328	0.857161	0.948728
RBM17	0.0306856	3.05476	0.857242	0.94876
RP1-102E24.8	-0.0545996	1.17247	0.857296	0.94876
BDH2	-0.0468996	1.45329	0.857338	0.948777
PDCL3P4	0.0709567	0.921821	0.857386	0.948784
FITM2	0.0764539	1.16903	0.857394	0.948784
TNFRSF1A	-0.041192	2.56332	0.857472	0.948799
C10orf88	0.051445	1.23491	0.857652	0.948923
TMEM9	0.0250631	3.15317	0.857666	0.948923
PTGES3L	0.117211	-0.0992643	0.857753	0.948947
RP11-231P20.5	-0.070511	0.789645	0.857892	0.948984
RP5-1074L1.4	0.0935312	0.477776	0.857924	0.948992
TMSB10P1	0.189538	-1.36658	0.857955	0.949003
ZMIZ1-AS1	-0.0369302	2.10163	0.858202	0.949085
RP11-137N23.1	-0.0735974	0.357112	0.858241	0.949085
APEX2	0.16894	-1.26627	0.858551	0.949261
LINC00515	0.0616022	0.509749	0.858565	0.949261
INTS10	-0.0256023	3.66638	0.858897	0.949463
RP11-863K10.4	-0.0583558	0.87057	0.858974	0.949488
ERRFI1	-0.058786	0.96676	0.858982	0.949488
MEF2C	-0.0310497	2.93921	0.859069	0.949527
OSBPL9	0.0194279	4.07992	0.859185	0.949558
DGKE	-0.0458835	1.76849	0.85922	0.949563
BCL7B	-0.0337968	2.58257	0.859289	0.949614
DPY19L3	-0.0370215	1.91659	0.859344	0.949635
CDC42SE2	0.0237911	3.33779	0.85956	0.94968
MCTP1	0.0244716	4.08547	0.85964	0.949733
TRIM33	0.0288903	2.80592	0.859705	0.949733
IQCH-AS1	0.0514104	1.25201	0.859858	0.949774
ZNF507	-0.041975	1.7107	0.860185	0.949878
UBR3	-0.0265178	3.16981	0.860369	0.949962
INTS6-AS1	-0.0632663	0.808822	0.860406	0.949993
PLCE1-AS1	0.0451486	1.37855	0.86057	0.950106
RP11-405A12.1	0.0522293	1.32594	0.86072	0.950168
TMEM260	-0.0250722	3.28662	0.860722	0.950168
TMEM39B	-0.0589677	0.648217	0.860905	0.950212
CHEK1	0.0366292	2.66609	0.860953	0.950237
RP11-56P23.1	0.0684738	0.627664	0.860963	0.950239
PDHA1	-0.0584482	1.64586	0.861022	0.950255
ACBD4	0.0669725	0.488332	0.861185	0.950311
MAP7D3	-0.0392172	2.10156	0.861271	0.950311
FTO	-0.0249582	3.11777	0.861295	0.950311
CCPG1	0.0370041	2.07423	0.861391	0.950311
SYP	0.204416	-1.77684	0.861406	0.950311
DCAF10	-0.0359389	2.30319	0.861446	0.950335
MAST2	0.0249243	4.21002	0.861474	0.950349
STRBP	0.0211552	3.59772	0.861482	0.950349
FAM161A	-0.0377025	2.08321	0.861671	0.95039
IMPDH2	-0.132959	-1.00197	0.861841	0.950406
COLGALT2	-0.0275171	3.41574	0.861846	0.950406
ABCA10	0.0281923	3.06199	0.862046	0.950507
GSN	-0.0232201	3.99331	0.86206	0.950507
PLGRKT	-0.0602612	1.48302	0.862069	0.950508
CAPZA1	0.0407243	1.76	0.862156	0.950574
SGCA	-0.067925	0.703856	0.862289	0.95062
CTC-329H14.1	-0.0502117	1.02602	0.862483	0.950673
MDN1	-0.047417	1.97303	0.862573	0.950695
DTNB	-0.0179311	4.64282	0.862614	0.950701
PIGB	-0.0541354	1.07353	0.862845	0.950761
GFOD2	0.0337246	2.84673	0.86285	0.950761
CNTF	0.0783948	0.606148	0.862858	0.950761
FAM103A2P	0.061946	0.978341	0.862865	0.950761
