logFC	logCPM	PValue	adj.p.value
FAM120AOS	0.314446	-0.863549	0.359199	0.575813
FBXL19	0.15672	1.76913	0.359248	0.575859
RP11-216N14.7	0.158842	0.760104	0.3593	0.575899
NABP2	0.219266	0.0636608	0.359485	0.576093
FLJ31306	0.170436	0.785998	0.359671	0.576239
TMEM8B	0.335877	-0.711912	0.359822	0.57637
GAPDHP63	-0.163695	0.960223	0.359856	0.576374
VPS33A	0.144849	1.45433	0.360019	0.576489
SLC2A8	0.136928	3.31996	0.360056	0.576489
ABTB1	0.165253	2.99629	0.360212	0.576689
ZNF595	0.326722	-0.811329	0.360255	0.576736
RAPGEF5	0.0773414	4.10552	0.360306	0.576778
EPT1	-0.190737	1.47759	0.360419	0.576884
DOPEY2	0.122471	2.26194	0.360496	0.576965
IGFBP2	0.122294	2.88117	0.360578	0.577062
GTPBP4	-0.129225	1.80187	0.360849	0.577369
CCT2	-0.112925	2.2354	0.360946	0.577471
SERF2	0.400739	-0.916783	0.360988	0.577514
NCAPH2	-0.280315	0.666333	0.361027	0.577525
MRGPRF	-0.35748	-1.43715	0.361053	0.57755
SERPINI1	0.116915	2.44965	0.361135	0.577621
CD109	-0.160862	1.18361	0.361224	0.577721
NDRG1	0.102068	4.22379	0.361475	0.577975
FAM136A	0.496074	-1.55736	0.361633	0.578112
LRP11	0.166403	1.30428	0.361734	0.57818
PKN3	0.17533	2.54492	0.361735	0.57818
ATP6V1E1P1	-0.175869	1.27593	0.362116	0.578543
ENC1	0.139731	1.59509	0.362372	0.578815
RP11-288E14.2	0.274854	-0.130607	0.362424	0.57887
STEAP3-AS1	0.162202	1.60369	0.362433	0.57887
ZNF550	0.122826	2.75851	0.36255	0.578981
FAM173A	0.250152	1.89872	0.362736	0.579167
ZNF473	0.183896	0.668293	0.36291	0.579372
DNM2	0.103248	4.22741	0.363036	0.579475
LRRK2	0.10714	3.03874	0.363431	0.579869
FAAH	0.152057	3.17719	0.363551	0.579998
COL15A1	-0.129854	1.57712	0.363707	0.580196
EFTUD2	0.0892521	3.70336	0.363983	0.580442
NOTCH2	0.126626	2.37096	0.364001	0.58046
PACS1	0.0905727	4.04075	0.364088	0.580548
PTMAP5	-0.199113	1.01222	0.364185	0.580643
EIF3KP3	-0.148462	1.3436	0.364309	0.580782
ATP6V1E2	0.131866	1.42736	0.364626	0.581142
POGLUT1	-0.12595	2.27958	0.364715	0.58117
AF241726.2	0.203576	0.188566	0.36474	0.581177
PLCB1-IT1	0.140405	1.31513	0.364911	0.581335
ADPRH	0.300352	-0.275259	0.36493	0.581335
COMMD5	0.210707	0.486954	0.3653	0.581558
SSBP3-AS1	-0.195583	1.00856	0.365411	0.581678
RP11-766H1.1	0.160323	1.25183	0.36549	0.581737
HID1-AS1	-0.264579	0.0448387	0.365859	0.582079
GOLGA3	0.146416	2.21232	0.365863	0.582079
RP11-383H13.1	-0.0919966	3.32994	0.366226	0.582495
ZNF468	-0.166661	0.739205	0.366606	0.582925
PKP1	-0.119266	3.08696	0.366638	0.582936
ADH1C	0.218137	0.823153	0.366832	0.583085
CD2BP2	0.45045	-1.77737	0.36685	0.583085
TET2-AS1	0.153672	0.96174	0.367071	0.583309
HSD11B1L	0.209696	0.520886	0.367141	0.583343
RPS20P35	-0.277054	-0.340437	0.367186	0.583388
SRI	0.143865	1.77873	0.367209	0.5834
EIF3IP1	-0.141697	1.49243	0.367603	0.583835
SUGP2	0.129497	2.4516	0.368057	0.584251
CIT	0.0768295	4.30551	0.368106	0.584302
CHRDL2	0.120591	2.83556	0.368127	0.584318
C1orf122	-0.326503	-0.972396	0.368272	0.584455
MAP3K12	0.130837	3.07849	0.368415	0.584545
C10orf128	0.112735	3.21239	0.368478	0.584606
SLA	-0.0924773	3.52208	0.368592	0.584734
WARS2-IT1	0.140647	1.22284	0.368593	0.584734
RP5-894A10.6	-0.141032	1.64962	0.36866	0.584804
CIB2	0.183116	1.4773	0.369087	0.585233
COL4A2	0.114525	2.98019	0.369185	0.585337
EPN2-AS1	0.164202	0.730352	0.369276	0.585408
SNHG15	0.308798	-0.839383	0.369653	0.585757
CRELD2	-0.205127	0.990489	0.36966	0.585759
C17orf89	0.431268	-1.77476	0.369695	0.585795
TUBB2B	0.219095	0.935927	0.369781	0.58584
RPL4P5	-0.20535	1.01808	0.369796	0.585855
ARHGEF9-IT1	-0.32847	-0.884559	0.37044	0.586491
MYH14	0.106112	3.777	0.370451	0.586491
SCARA5	0.127634	2.22487	0.37048	0.586503
MED23	0.133114	2.08873	0.370497	0.586512
TMEM123	0.144081	1.45332	0.370735	0.58679
FOXC1	0.201816	2.20511	0.370869	0.586938
HCG18	0.128514	2.38432	0.371039	0.587096
BOD1L1	0.108622	2.4043	0.371177	0.587272
PLEKHG4B	-0.147863	1.91484	0.371561	0.587571
RCN3	0.115705	2.44888	0.372128	0.588124
ROS1	0.123076	2.08853	0.372153	0.588154
RP11-184I16.4	0.154762	1.24551	0.372488	0.588479
KIAA0226L	-0.102374	3.01088	0.372513	0.588483
ERHP1	0.225841	0.680572	0.372565	0.588508
PHKA2-AS1	0.203575	0.590344	0.372737	0.588718
ATP6V0E2	-0.233942	-0.273365	0.372891	0.588867
AQPEP;	-0.0961583	3.09468	0.37367	0.58954
LCP1	-0.10573	2.64202	0.373725	0.589605
CBX1P2	0.214495	0.220611	0.373945	0.589769
TRMT1	0.204748	1.11201	0.374016	0.589854
BCHE	0.138409	1.49386	0.374074	0.589896
SRCAP	0.141244	1.67865	0.374283	0.590155
NLRC4	-0.142234	1.36702	0.374302	0.590158
AMDHD2	0.171033	0.862422	0.374429	0.590232
NUP210	-0.134242	3.23982	0.374475	0.590243
RP11-434B12.1	-0.192784	0.774015	0.374788	0.590584
TARID	-0.103232	2.54499	0.374893	0.590705
ZNF233	-0.143445	1.66204	0.374995	0.590777
ASRGL1	0.140116	1.53032	0.375063	0.590828
C10orf2	0.530949	-1.77723	0.375113	0.590881
TENM1	-0.156305	1.05125	0.375161	0.590922
SLC9A9-AS2	-0.151839	1.21816	0.375221	0.590966
HNRNPKP1	0.159147	0.974988	0.375277	0.591001
HIC1	0.195287	2.23941	0.37531	0.591036
RP11-397G5.2	-0.219634	0.633826	0.37551	0.591223
AP001053.11	0.160136	2.0647	0.37552	0.591231
PHGDH	-0.0874548	3.7835	0.375747	0.591416
SYNJ1	0.102682	3.1794	0.375936	0.591642
TNRC18	-0.124838	3.22554	0.376321	0.591997
ZNF446	-0.353471	-1.12513	0.376373	0.592049
KRTCAP2	-0.387724	-1.21718	0.376629	0.592263
CKB	0.165021	2.317	0.377025	0.592611
TADA2B	0.151752	1.84623	0.377134	0.592697
RP11-230F18.5	-0.167249	1.08798	0.377243	0.59279
WDR60	0.104646	3.50652	0.377257	0.592801
TRIM25	0.114978	2.52991	0.377265	0.592801
RGS11	0.160845	1.5194	0.377433	0.592937
CCDC63	0.145565	0.912738	0.377513	0.593035
RP11-1391J7.1	0.243423	-0.183789	0.377814	0.593302
ZBTB40-IT1	0.156773	1.2333	0.378018	0.593536
ASL	0.153694	1.81052	0.378223	0.593754
RP11-87H9.4	-0.283342	-0.210183	0.378274	0.593778
TRRAP	0.123351	2.78385	0.378389	0.593869
ACTN1-AS1	0.667038	-1.80406	0.378812	0.594345
NDUFA11	0.195531	0.662997	0.3791	0.594633
TMEM177	0.183118	2.05147	0.379127	0.594644
ZNF37BP	0.14836	1.55976	0.379438	0.594956
RP11-498C9.15	0.492848	-0.892003	0.379505	0.595034
PARD6G	0.140107	2.91173	0.379606	0.595142
ZNF282	0.154663	3.37357	0.379616	0.59515
AMPH	-0.0802518	3.89241	0.37976	0.595282
GORAB	0.121911	1.96831	0.379803	0.595336
CCDC102A	0.139259	2.73534	0.379918	0.595447
IL17RC	0.141317	2.42255	0.380107	0.595589
YARS	0.102082	3.25555	0.380186	0.595691
ZNF585B	-0.180541	0.801155	0.380207	0.595707
RPS20P14	0.153893	0.951438	0.380329	0.595862
ARHGAP28	0.105062	3.43893	0.380378	0.595906
AC007318.5	-0.301468	-1.22134	0.380946	0.5964
MAP1A	0.225828	0.104754	0.380968	0.596426
PELP1	0.133993	1.60559	0.381124	0.596592
AC006548.28	0.395764	-1.47909	0.381307	0.596741
NAP1L4P3	-0.19297	0.642799	0.381744	0.597192
IRAK3	-0.121964	1.75405	0.382082	0.597499
CTTN	-0.0987481	3.06644	0.382123	0.597538
IPO7P2	-0.142738	1.45399	0.382239	0.597622
RFX3-AS1	0.160819	1.22947	0.382309	0.59768
ZNF491	-0.335536	-1.12015	0.382578	0.597928
RP11-363H12.1	0.164947	0.935472	0.382676	0.598013
XRCC6	0.150586	0.992087	0.38305	0.598288
XRRA1	0.0937258	3.06147	0.383083	0.598304
UTP15	-0.165877	1.20408	0.383126	0.598347
TSPYL5	0.145808	1.86865	0.383238	0.598434
TMEM108-AS1	0.201357	1.10915	0.384057	0.599093
GTPBP2	0.152615	1.83127	0.38424	0.599282
HSPA8P5	-0.159825	1.14979	0.384489	0.599414
ATP13A5-AS1	0.199968	1.1237	0.384755	0.599665
C14orf182	0.294727	-0.452235	0.384865	0.59975
ILVBL	0.133374	1.71101	0.384865	0.59975
CAPN6	-0.164976	0.783894	0.385056	0.599931
MED4-AS1	0.291215	-0.610309	0.385064	0.599931
NUDT1	-0.155384	1.74046	0.385208	0.600078
C8orf59	0.136437	1.07417	0.38528	0.600173
RNF152	0.125407	2.99468	0.38538	0.600259
PLEKHA6	-0.109445	2.68849	0.385397	0.600277
LIG1	-0.0907194	3.54069	0.385433	0.600283
FAM189B	0.210475	2.56514	0.385509	0.600358
C12orf75	0.121129	2.00099	0.385615	0.600427
CCDC162P	0.0880456	3.34994	0.385643	0.600436
SLC13A4	0.114972	2.54431	0.38569	0.600492
IRF1	0.257505	0.433392	0.385838	0.60061
RNF216P1	0.141533	2.87285	0.385976	0.600696
USP8P1	0.272897	-0.145462	0.386037	0.600739
RP11-373D23.3	-0.151746	1.41574	0.386049	0.60075
STMN3	-0.181604	0.710726	0.38613	0.600833
SEPT4-AS1	0.190348	0.610067	0.386502	0.601147
FAM198A	0.135458	1.81764	0.386645	0.601263
CLIP2	-0.101601	3.79387	0.387075	0.601657
TNRC6C-AS1	0.217729	0.722937	0.387441	0.602029
STS	0.196296	0.1482	0.387513	0.602068
UGDH	0.278472	-0.787657	0.387599	0.602126
RP11-12M9.3	-0.259718	-0.685094	0.387907	0.602442
TUBGCP5	0.0944546	3.40827	0.38817	0.60274
CSNK1G2	0.130866	3.67938	0.388245	0.602785
FAM186B	0.153079	0.989397	0.388568	0.603089
LDLRAD4-AS1	0.157377	1.38498	0.388606	0.603129
CLEC2D	-0.292363	0.718575	0.388761	0.603293
CCDC180	-0.0897827	3.37152	0.388996	0.603541
C17orf104	0.112211	2.41348	0.389035	0.603571
CLYBL-AS2	0.154401	1.27162	0.389124	0.603632
KLHL3	0.0701	4.28398	0.389826	0.604228
TMEM41B	0.124729	1.65024	0.389879	0.604266
AKR7A2P1	0.45189	-1.31681	0.390023	0.604421
RP11-598F7.5	-0.194325	0.0266456	0.390191	0.604595
IKBKB	0.100403	2.69013	0.390295	0.604726
COL27A1	0.0932122	4.20153	0.390441	0.60483
TENM4	-0.0670874	4.54946	0.390515	0.604908
SFXN1	0.0997748	3.50128	0.390924	0.605212
RBM15	0.328661	-0.827707	0.391181	0.605422
PORCN	0.244841	0.3019	0.391486	0.605738
ZNF347	0.11501	2.0924	0.391569	0.60581
QSOX2	0.163449	2.13721	0.391903	0.606089
EIF4A3	0.144617	1.79259	0.392132	0.606292
POSTN	0.118518	2.82152	0.392228	0.606364
MRPL1	0.142292	2.07705	0.392492	0.606637
S1PR1	-0.44222	-1.56222	0.392548	0.606663
RP11-703I16.1	0.175868	0.641776	0.392628	0.606752
ZBTB21	0.340466	-0.112413	0.392951	0.607054
LINC00707	0.154486	1.11787	0.392987	0.607091
PDE1B	0.118399	3.21904	0.393006	0.607103
ACAD8	0.134699	1.71404	0.393176	0.607227
TRAIP	0.105589	3.28761	0.393638	0.607611
PHKA1P1	0.289048	-0.0201777	0.393724	0.607701
ZFPM2-AS1	-0.104026	2.46306	0.3938	0.607751
TNFRSF4	-0.17384	1.8958	0.394699	0.608565
APOO	0.156127	0.659983	0.394856	0.608661
FBXL20	0.166945	1.15897	0.395195	0.608976
ASTN2	0.0871815	3.1115	0.395398	0.609117
KDM7A	0.129173	1.62405	0.395675	0.609337
BACH1-IT3	-0.168999	0.980735	0.395676	0.609337
KRBOX4	0.196724	1.53337	0.395957	0.609545
RHOT1	0.115909	2.10679	0.396045	0.609637
DLC1	0.0642001	4.49428	0.396062	0.609646
CDHR5	-0.197071	1.03834	0.39609	0.609646
CDH5	0.0958842	3.24615	0.396116	0.609656
RP11-17M24.1	-0.130713	1.30859	0.396421	0.609922
USP20	-0.157759	2.02037	0.396527	0.610034
GAPDHP65	-0.208888	0.14162	0.396657	0.610138
PRC1-AS1	0.15959	0.688563	0.396756	0.610221
PCDH1	0.142238	3.49032	0.396894	0.610372
SLC16A12	0.115987	2.40406	0.396985	0.610477
XPO6	0.0837688	4.5616	0.397294	0.610781
EEF1GP1	0.173431	0.949842	0.397375	0.610844
ST7-OT4_4	0.232793	-0.0214524	0.397403	0.610852
ACTR3	0.116745	2.38792	0.397507	0.610905
ATP11A-AS1	-0.157528	1.3144	0.397737	0.611104
COL24A1	0.117512	2.63744	0.397741	0.611104
COX5BP1	0.165025	1.35642	0.39786	0.611234
XRCC3	0.131163	2.46758	0.3979	0.611288
PAX6	-0.106132	2.97118	0.398132	0.611498
CCDC53	0.116239	2.17248	0.398437	0.611767
ZNF418	-0.147495	1.86623	0.398472	0.611792
RP3-449O17.1	0.131581	1.72578	0.398476	0.611792
ZNF300P1	0.131424	1.58614	0.398669	0.611906
DHODH	0.128602	2.18589	0.398798	0.612026
RPS15AP10	0.14417	1.22347	0.399094	0.612288
AGBL5	-0.232786	0.0753961	0.39914	0.612303
MAP2K7	-0.273197	0.494802	0.399369	0.612487
SUV420H2	-0.179443	1.46463	0.399491	0.612597
RP11-435F17.3	-0.220075	0.421521	0.399618	0.612711
TMEM97	0.230903	-0.492874	0.399675	0.612766
DCPS	0.129853	2.23914	0.400166	0.613259
PCOLCE2	0.108111	2.91424	0.400238	0.613318
ACSL5	-0.112758	2.17788	0.400661	0.61365
C1QTNF1	0.109073	3.38185	0.400752	0.613715
LRRC45	-0.325092	-1.18629	0.400766	0.613728
CCDC125	0.132306	1.55111	0.400896	0.613805
SPG7	0.119825	4.07732	0.400918	0.613814
RNF214	-0.125637	1.66963	0.401065	0.613976
NAGLU	0.174882	1.00844	0.401192	0.614103
ZNF846	0.10203	2.78227	0.401597	0.614507
PLCXD1	0.156565	2.3366	0.401651	0.61453
C19orf54	0.148553	1.78188	0.401766	0.614574
TMEM52	0.181229	1.51791	0.401859	0.614621
RUSC1	0.241331	-0.681605	0.401863	0.614621
GFPT2	-0.111213	3.32998	0.402238	0.614958
NPTX1	0.140246	2.41997	0.403601	0.616304
RP11-129B9.2	0.127981	1.17466	0.40405	0.616748
ATP8B1	0.0947864	3.48674	0.404624	0.617406
ENTPD3	0.139953	1.75256	0.404834	0.617555
SUSD5	0.149914	2.0516	0.40491	0.617622
SEC11B	-0.138533	1.13732	0.404928	0.617627
RABL2B	0.141154	1.05107	0.405117	0.617821
ZNF738	0.15667	1.46086	0.405187	0.617863
AC125238.2	0.154645	0.955347	0.405365	0.618045
TOP3A	0.0919665	3.24764	0.405757	0.618356
CLDN12	0.109203	2.64899	0.405758	0.618356
CAPG	-0.110599	3.09443	0.406061	0.618634
STK39	0.0971328	3.10696	0.406082	0.618649
TOPORS-AS1	0.335457	-1.34386	0.406258	0.61883
RP13-140E4.1	0.200847	0.265041	0.406459	0.619004
ANKS3	-0.105636	3.04714	0.406528	0.619054
RP4-581F12.1	-0.163939	0.346213	0.406793	0.619285
POT1-AS1	0.184642	0.912738	0.40684	0.619334
BBIP1	-0.172797	0.598305	0.40747	0.619942
TYW1	0.149008	0.8988	0.407553	0.620002
PI4KA	-0.0886434	4.02864	0.407587	0.620031
HYAL4	0.113405	2.44217	0.407594	0.620031
NOTCH4	-0.102182	2.93492	0.407729	0.620105
ZNF83	-0.101886	3.55098	0.407847	0.620224
KIF16B	0.118895	2.65123	0.407999	0.620384
SMOC1	0.0802688	3.57446	0.408115	0.620466
ZNF613	0.132099	2.18898	0.408225	0.620608
FBXO6	0.122386	2.38023	0.408397	0.620744
TP53	-0.138721	1.52293	0.408576	0.620922
SERPINE1	-0.142725	1.37522	0.408652	0.620986
ZNF334	0.121435	2.31422	0.408987	0.621319
UQCR11	0.165193	0.392918	0.409335	0.621563
ZNF182	-0.211504	-0.355397	0.409658	0.62186
SUPT6H	0.0978701	3.29129	0.409746	0.621953
GNB5	0.0918968	2.76906	0.409845	0.622051
CUTC	0.154872	0.871084	0.410082	0.622217
C10orf12	-0.203709	0.962234	0.410098	0.622217
SPTBN2	-0.0993799	3.65598	0.410145	0.622262
BAG4	0.193296	0.0217488	0.410284	0.622368
RPL7	0.149757	0.888761	0.410348	0.622416
FLVCR2	-0.113893	2.60008	0.410481	0.622493
CNN3	-0.110159	2.1662	0.410496	0.622499
FGFR4	-0.113262	2.99638	0.410528	0.622525
KCNIP2	0.119244	3.10225	0.41068	0.622642
TMEM230	0.297942	-1.02364	0.410708	0.622655
MICALL1	0.121553	3.35062	0.410907	0.622869
ALCAM	0.0643691	4.30468	0.411296	0.623198
PGM3	0.10333	2.61388	0.411403	0.623274
EIF1AY	0.187349	0.305901	0.41151	0.623367
ZDHHC6	0.132506	1.20101	0.411684	0.623499
CDK19	0.162168	1.28072	0.412207	0.624057
GLI4	0.172605	3.48268	0.412361	0.624193
CRNKL1	0.145588	1.31433	0.412409	0.624225
FAIM2	-0.119852	2.57569	0.412989	0.624814
HSPBP1	-0.245803	-0.412214	0.413102	0.62493
CTC-278L1.1	-0.123739	1.42386	0.41327	0.625066
TRPC1	0.111431	2.52519	0.413581	0.625374
EIF3KP2	0.173343	0.884051	0.413866	0.6256
GDPD5	0.0960382	4.49509	0.413866	0.6256
RFWD2	0.0997343	2.91892	0.413923	0.62566
DUSP8	0.154693	2.75948	0.413988	0.625688
PRKAR1AP	-0.190602	0.983884	0.41406	0.625753
SPRED2	0.0977996	3.70249	0.414229	0.625921
ARMC2-AS1	0.165239	1.12061	0.414304	0.625978
CIRH1A	0.088573	3.00051	0.414318	0.625978
LMCD1-AS1	-0.145397	1.66596	0.414402	0.626059
IMMP1L	-0.142684	1.26996	0.414408	0.626059
TMEM98	0.112801	2.23524	0.414424	0.626059
RP11-730G20.2	-0.223493	-0.0833249	0.414894	0.626464
ARNT2	-0.0876118	3.15693	0.415078	0.626603
PIGF	0.118138	2.00786	0.415677	0.627201
MYO19	-0.105824	3.29681	0.415838	0.627357
C11orf68	0.323469	-0.245266	0.416359	0.62776
B3GALT1	-0.292644	-1.2485	0.416493	0.627881
RIC8B	0.108913	2.57299	0.416495	0.627881
USP30	0.10085	2.63682	0.416642	0.628012
UBE2O	0.134883	2.42107	0.416654	0.628021
TRAPPC2L	-0.180012	0.435937	0.416891	0.628278
DGKG	-0.0682494	4.29627	0.416906	0.628278
HS1BP3-IT1	-0.18996	1.33411	0.41702	0.628399
GPM6B	-0.112818	2.84305	0.417072	0.628407
CDIPT	0.177992	0.484275	0.41715	0.628458
HTT-AS1_1	-0.155139	1.00225	0.417199	0.628494
EIF3B	0.105361	2.7697	0.417315	0.628563
RP11-517B11.7	-0.156474	0.811181	0.417543	0.628724
ICMT	-0.1261	1.31451	0.417549	0.628724
NUP62	0.155389	2.0747	0.417611	0.628766
COX4I1P1	0.14563	0.994302	0.417709	0.628852
TDPX2	0.126897	1.30821	0.417856	0.628986
AP002414.1	0.12464	1.36861	0.417862	0.628986
NLRP1	0.0977714	3.55391	0.418025	0.629144
PCID2	0.105945	2.88627	0.418315	0.629424
RP11-215G15.4	-0.167352	1.5446	0.418386	0.629444
SUFU	0.223205	-0.227094	0.418411	0.629463
MAD1L1	0.0888566	5.25805	0.418668	0.629618
SSC5D	-0.157695	1.99671	0.418933	0.629839
CTA-414D7.1	-0.16339	0.894368	0.419096	0.629944
DNAH11	-0.0682803	4.19514	0.419211	0.630072
PLEKHA2	0.108994	3.29977	0.41948	0.630328
BRF1	-0.107821	3.26502	0.419895	0.630728
DNASE1	0.120044	2.07791	0.4199	0.630728
ENTPD4	0.114534	2.92199	0.420011	0.63083
RARS2	0.128888	2.27748	0.420674	0.631354
GGT7	0.139444	1.4393	0.420776	0.631429
SLC27A5	0.148192	1.98579	0.421146	0.631756
RP11-451G4.2	0.21136	0.0974094	0.421202	0.631812
ZNF341-AS1	-0.124884	1.40237	0.421327	0.63188
GNPATP	-0.125903	1.36444	0.42149	0.632054
RP1-101G11.2	-0.168231	1.18379	0.421806	0.632375
LARGE-AS1	0.139254	1.31718	0.421887	0.63242
PGLS	-0.204875	-0.113476	0.421957	0.632478
MANEAL	0.128671	1.76372	0.422087	0.632591
ALKBH7	0.163522	0.568121	0.42234	0.63277
KLHL6	-0.118597	1.87637	0.42309	0.633386
ADAMTS17	0.112267	3.25132	0.42311	0.633406
SIPA1L2	0.0725096	3.6946	0.423127	0.633406
TIMM8BP2	-0.279081	-0.631598	0.423204	0.633479
BTBD2	-0.136483	1.85172	0.423514	0.633774
FN1	-0.0772057	3.97325	0.423565	0.633774
PLEKHG2	0.121402	3.03199	0.423649	0.633813
CELF2-AS1	-0.129552	1.43271	0.423821	0.633887
CCR1	-0.125005	1.48314	0.424089	0.634138
RANP4	0.225264	-0.239603	0.424139	0.634187
MAP7	-0.103208	2.65222	0.42461	0.634624
ZFP90	0.0993045	3.05912	0.424701	0.634712
SHROOM1	-0.163646	2.87192	0.425038	0.634993
EIF3LP1	-0.169086	1.13394	0.425179	0.635051
CEP41	0.0836646	3.5439	0.425232	0.635104
RP11-58H15.1	0.151714	0.844483	0.425488	0.635361
RP11-815J4.7	-0.161131	0.954463	0.425701	0.635549
TNIP2	0.123948	2.88876	0.425881	0.635703
RP11-48B3.4	0.295912	-0.00858391	0.425922	0.635724
RP11-734E19.1	0.17264	1.03409	0.426049	0.635861
PLCE1-AS1	0.124068	1.31522	0.4262	0.636015
EME2	-0.250333	0.204391	0.42663	0.636422
LTB4R	-0.266373	-0.221801	0.426731	0.636498
CXCL9	-0.189691	0.561038	0.426745	0.636498
MYO15A	-0.104253	3.92827	0.426976	0.636718
CTC-365E16.1	0.155074	1.21316	0.427034	0.636763
HLCS-IT1	-0.153464	1.27964	0.427314	0.637014
CALCR	0.121086	2.80593	0.427324	0.637014
RBM44	-0.0936376	2.76225	0.427449	0.637142
CSRP2	-0.133585	1.64681	0.427607	0.63723
SFXN2	0.156148	1.30365	0.427787	0.63736
PSMB5	0.388648	-1.4256	0.428581	0.638018
ITGB3BP	0.0898181	2.91678	0.428592	0.638018
EIF4A2P4	0.301343	-0.414093	0.428604	0.638025
EPB41L4B	0.148385	1.13717	0.428711	0.63811
TAF4	0.0899132	3.15515	0.428846	0.638219
CHCHD3P3	-0.137607	1.04299	0.428927	0.638296
PPP1R32	-0.128232	2.74109	0.429361	0.638562
ETFB	0.132913	1.5616	0.429528	0.638731
RPS6KA6	0.115715	1.78603	0.429994	0.639238
RXRB	0.263809	-1.02164	0.430606	0.639829
SEC24A	0.138759	0.877197	0.430622	0.639837
FXYD5	-0.105618	2.67463	0.430663	0.639851
ADAT2	0.13154	1.07581	0.430861	0.640025
RP11-284B18.3	-0.237953	0.0138453	0.430951	0.640096
VDAC3P1	-0.133852	1.17776	0.430967	0.640108
SP100	0.0747574	3.91243	0.431275	0.640402
FAM227B	0.0938073	3.12995	0.431405	0.640507
N4BP2	0.129465	1.00259	0.43146	0.640507
RP11-276H19.4	-0.144041	1.18292	0.431471	0.640507
MRPL11	0.170121	1.66041	0.431526	0.640556
MTMR7	-0.0859497	2.96949	0.431584	0.640597
SYT2	-0.119202	2.58571	0.431609	0.640597
SMAGP	0.128934	2.05194	0.431622	0.640602
MRTO4	-0.151326	1.41153	0.432332	0.641236
SLC4A2	0.11558	2.01371	0.432389	0.641259
ZNF337-AS1	0.138998	0.812239	0.432453	0.641324
VRK1	0.0767098	3.4583	0.432762	0.641619
FAM71F2	-0.140828	1.26335	0.432785	0.641627
C19orf53	-0.331605	-1.41276	0.432844	0.641696
CERCAM	0.107469	3.25118	0.43298	0.641777
VLDLR	0.363451	0.350127	0.433227	0.641977
ARHGAP26-IT1	0.154071	0.953983	0.433493	0.64219
PAPPA-AS1	-0.124337	1.17696	0.433506	0.642196
XAF1	0.1083	2.54449	0.433694	0.642378
TSKU	0.114761	1.9413	0.43376	0.64245
TBC1D10C	0.259264	-0.059768	0.433902	0.64257
RAB7B	-0.103372	2.52094	0.433912	0.64257
LIMS2	0.105793	4.18522	0.433931	0.64257
CTD-3131K8.2	0.364898	-0.714226	0.433968	0.64257
COLGALT1	0.0950245	3.36751	0.433971	0.64257
COL4A3BP	0.0979175	2.59906	0.434024	0.642621
ARHGEF4	-0.0819596	3.80126	0.434205	0.642741
PTGES3P1	0.141049	1.01417	0.434388	0.642949
AC074286.1	0.137567	1.30754	0.434503	0.643023
LINC00649	-0.0830445	3.0467	0.434508	0.643023
GRAMD4	0.131488	4.19381	0.434551	0.643062
POLRMT	0.144098	3.12636	0.434588	0.643088
IFITM2	0.370764	-1.20977	0.434882	0.643225
IL17RE	-0.103937	2.43596	0.435083	0.643471
RP11-789C17.1	0.334494	-1.19341	0.435974	0.644242
LINC00926	0.101923	2.58438	0.436279	0.644554
ADCY5	-0.0729805	4.12262	0.436593	0.64486
ITGA6	0.113074	2.41248	0.436646	0.644911
LIN9	0.15668	2.4738	0.436702	0.644968
CCDC113	0.109219	2.48899	0.43674	0.644989
USP35	0.108	2.64807	0.437085	0.645278
RP13-516M14.1	0.405181	-1.4072	0.437136	0.645327
KIAA0930	-0.108184	4.0556	0.437302	0.645494
SEC24C	0.139248	1.17543	0.437335	0.645525
PDCD5P1	0.165397	1.20987	0.437399	0.645557
FSCN1	-0.161534	2.70044	0.437595	0.645698
SIGLEC1	-0.10361	2.34502	0.437648	0.645741
MZF1	0.148988	2.19475	0.437863	0.645935
RPL31	-0.309064	-0.822975	0.438156	0.646099
GDF10	-0.146207	1.98976	0.438194	0.646122
PRRC2A	-0.139565	1.09692	0.438228	0.646149
SLC46A1	-0.126302	1.59516	0.438527	0.646449
GARS	0.0882493	3.07567	0.438859	0.646681
PRKX-AS1	-0.175444	0.290932	0.438899	0.646699
NTNG2	0.103714	3.12236	0.438938	0.646739
SNAPC4	0.149788	2.26883	0.439068	0.646834
PKNOX2	0.0895702	3.23304	0.439329	0.647052
CTSK	0.123107	1.64835	0.440182	0.647869
PLBD2	0.141932	1.19601	0.440583	0.648116
SLC25A21-AS1	-0.561222	-1.64028	0.440743	0.648273
MIR4697HG	0.183692	0.0017514	0.440974	0.648442
NDUFAF6	0.0643948	3.95189	0.440975	0.648442
MTHFD1P1	-0.204945	-0.107565	0.441076	0.648515
CD79B	0.128591	2.15801	0.441152	0.648596
CTD-2228K2.7	-0.182466	0.939776	0.441349	0.648777
AC013275.2	0.174739	0.800544	0.441446	0.648872
RP11-423P10.2	-0.295319	-0.880829	0.441579	0.648991
WWOX	0.0828664	3.68622	0.441619	0.649024
PLEKHB1	0.109886	3.32045	0.441682	0.649057
AC093627.10	0.174837	0.213178	0.441683	0.649057
TRAC	0.195067	0.0380474	0.441862	0.649258
RELB	0.111504	2.60545	0.441954	0.649279
TMEM165	-0.0936924	2.79961	0.442097	0.649428
RP1-200G19.1	-0.153248	1.11676	0.442104	0.649429
SSR4P1	0.204168	-0.350753	0.442278	0.64957
