logFC	logCPM	PValue	adj.p.value
RP11-244F12.1	-0.197633	0.220362	0.71838	0.910859
ANKRD36C	-0.120593	1.19789	0.718394	0.910859
CFDP1	-0.0585751	3.39715	0.718559	0.910859
MYOZ1	-0.0254188	11.1144	0.718568	0.910859
HAVCR2	-0.209248	-0.0379536	0.71858	0.910859
FHL1	-0.0220995	13.1258	0.718635	0.910859
RAB23	-0.0800744	2.24029	0.719153	0.911129
RP11-459A10.1	0.15988	0.336831	0.71916	0.911129
ISOC2	-0.0448195	5.13493	0.719285	0.911129
RPS4XP6	-0.141899	0.888419	0.719423	0.911129
FAM213A	-0.0420118	5.44238	0.719479	0.911129
BLOC1S5	-0.0783055	2.64045	0.719527	0.911129
PREB	0.0356794	5.78148	0.719539	0.911129
PEX11B	0.0503537	3.9819	0.719578	0.911129
DNAJC11	-0.0353577	5.08543	0.719595	0.911129
CADM1	-0.0630161	3.49205	0.719612	0.911129
ALG6	0.0772786	2.10402	0.719648	0.911129
RP11-791G16.2	-0.155417	1.25507	0.719663	0.911129
VAPA	0.030786	6.76397	0.719734	0.911129
APOD	-0.0582821	6.65659	0.719774	0.911129
EXOC5P1	0.107552	1.12884	0.719944	0.911144
PDIK1L	0.0611392	3.15481	0.719991	0.911144
CGNL1	0.155536	0.65998	0.719998	0.911144
SSPN	0.0276443	6.02276	0.720112	0.911144
HLX	-0.0945161	1.72665	0.720164	0.911144
SLC38A6	-0.0981625	1.5321	0.720482	0.911144
JAM2	0.0616457	3.17924	0.72049	0.911144
SEPT2	-0.0285826	6.79422	0.720529	0.911144
KCNN2	-0.0994443	2.13161	0.720594	0.911144
PTPN23	0.0438669	4.62935	0.720596	0.911144
ZNF100	0.0786912	2.27783	0.720632	0.911144
FBXO31	-0.0358534	5.60696	0.720771	0.911144
CTC-308K20.3	0.132784	1.85028	0.720958	0.911144
RAI1	-0.0724712	2.79046	0.72096	0.911144
CAV1	0.0339764	5.48691	0.720969	0.911144
MSANTD3	-0.069368	3.1277	0.720989	0.911144
ATF4P3	-0.0738585	2.26097	0.721081	0.911144
HOXC-AS3	0.177413	0.346768	0.721147	0.911144
ELMO2	-0.0365281	4.61828	0.721171	0.911144
AREL1	0.0370221	4.67887	0.721267	0.911144
WDR44	0.0605317	3.58263	0.721368	0.911144
DPY19L2P2	-0.187609	0.090717	0.721398	0.911144
UNC45B	0.0285689	8.34261	0.721427	0.911144
TMEM143	-0.0299254	6.01913	0.721454	0.911144
SYK	0.226464	-0.0858697	0.721557	0.911196
AP3M2	-0.0478578	3.56267	0.721701	0.911231
ZNF549	0.0815059	2.15944	0.721761	0.911231
TMEM67	-0.229405	-0.123807	0.72178	0.911231
ZNF502	-0.0920838	2.06766	0.721859	0.911231
SLC9A6	0.0492198	4.02192	0.721959	0.911231
TBC1D9B	-0.036633	5.81625	0.722012	0.911231
HOMEZ	0.0722049	2.5948	0.722028	0.911231
ZFYVE21	-0.0573474	3.98534	0.722084	0.911231
SPATA7	0.10098	2.13778	0.72214	0.911231
HMGN3P1	-0.111869	1.46448	0.722301	0.911317
B3GALT1	0.0567875	3.4544	0.722345	0.911317
NARFL	-0.0581336	3.62891	0.722394	0.911317
ENOSF1	-0.0448887	4.3539	0.722689	0.911361
ZSWIM5	0.109823	1.49267	0.722697	0.911361
MTFR1L	-0.0297912	6.68256	0.722716	0.911361
ACVR1	0.0495099	4.25463	0.722724	0.911361
ARHGAP39	-0.144113	0.663161	0.722737	0.911361
CFAP44	-0.0904243	2.62405	0.722827	0.911396
ARHGEF40	-0.0488762	4.04732	0.72289	0.911398
RFX5	-0.0439447	3.97772	0.722983	0.91143
PRUNE	-0.0360148	4.84525	0.723039	0.91143
CTD-2516F10.2	-0.135263	1.01704	0.723193	0.911493
C21orf2	-0.0925542	1.59884	0.723261	0.911493
C1QTNF6	0.119369	0.90717	0.723325	0.911493
PYGB	0.0616542	3.49914	0.723336	0.911493
CFAP70	0.121668	1.78531	0.723539	0.911671
KPNA2	0.0888206	2.29013	0.723758	0.911868
DNAH17	-0.189281	0.743622	0.72388	0.911881
EIF2A	-0.0269216	6.18879	0.723892	0.911881
RPS27P27	0.171945	0.421577	0.724024	0.911969
TSPAN2	0.15443	0.593926	0.724158	0.912061
ETV1	-0.169897	0.328752	0.724424	0.912317
RP5-894A10.6	0.17894	0.193515	0.724489	0.912322
BAK1	0.127375	2.15359	0.72502	0.912684
PPM1K	0.0386018	4.74766	0.725072	0.912684
CDC34	0.0352104	5.27091	0.725129	0.912684
RNF10	-0.028297	8.45013	0.725148	0.912684
NUTM2A-AS1	-0.0859964	1.70624	0.725148	0.912684
PLCE1	-0.0677564	2.59385	0.72533	0.912835
FBXL18	-0.0800871	2.1267	0.72544	0.912896
FAM115A	0.0618829	2.85501	0.725842	0.913318
ANO1	0.0817306	2.48946	0.725959	0.913318
MGLL	-0.0306083	5.97971	0.726118	0.913318
CFAP61	0.0655543	3.016	0.726196	0.913318
RP11-121C2.2	0.182102	0.575691	0.726204	0.913318
SIMC1	0.0648315	2.82505	0.726334	0.913318
ZNF181	0.0453045	4.11915	0.726386	0.913318
ADCY4	0.0555029	3.38774	0.726405	0.913318
RARA	0.0586705	3.60626	0.726427	0.913318
SUPT5H	-0.0278244	5.83939	0.726568	0.913318
TPO	-0.105536	2.00822	0.726568	0.913318
ZNF658	-0.142634	0.832414	0.72658	0.913318
KAZALD1	-0.0878487	2.76109	0.726838	0.913469
TXNDC15	0.0590358	4.65689	0.726843	0.913469
HSPA8P5	-0.0918769	1.98674	0.726886	0.913469
SEC24C	0.0366293	4.71591	0.727096	0.913655
IDH3G	-0.0362936	5.14846	0.727466	0.914042
ALS2CR12	-0.169505	0.336392	0.72758	0.914107
OGFR	-0.0547948	3.3187	0.727697	0.914177
ZNF260	0.088663	2.22243	0.727765	0.914183
RALGAPA1P	0.0829387	2.23526	0.72794	0.914326
INVS	0.0720748	2.58119	0.72819	0.914446
ST3GAL4	0.102809	1.30564	0.728222	0.914446
NOL9	-0.0464663	4.45508	0.728366	0.91455
POPDC2	0.0359519	4.65494	0.729276	0.915466
COL6A2	-0.0404703	6.47002	0.729419	0.915466
MAOA	0.0354439	5.926	0.729457	0.915466
EPS15L1	0.0319876	5.65178	0.729468	0.915466
HERPUD1	0.0278632	6.60055	0.729555	0.915497
PBX2	0.0526914	3.80303	0.729738	0.915649
ALKBH8	-0.0502082	3.55249	0.729924	0.915804
IGFBP2	-0.0888539	1.94207	0.73017	0.915946
NRDE2	-0.0614971	4.19426	0.730237	0.915946
RER1	-0.0307887	5.36028	0.730238	0.915946
TOR1AIP2	0.0308595	5.08956	0.730381	0.915946
FCHO2	0.0487479	3.54916	0.730486	0.915946
RP11-731C17.2	-0.0899018	1.68929	0.730535	0.915946
RASA4	-0.0986087	1.3948	0.730675	0.915946
DHRS11	0.0600921	3.11361	0.730755	0.915946
RPS4XP13	-0.129619	0.869159	0.730758	0.915946
SLAIN1	-0.116556	0.879954	0.73078	0.915946
DDX10	-0.0795392	2.5634	0.73084	0.915946
ACTR1A	-0.0305725	6.68469	0.730846	0.915946
HES6	0.0860104	2.31909	0.730891	0.915946
CSNK2A2	0.04105	4.46631	0.730969	0.915946
CLASRP	-0.0489653	4.63231	0.731164	0.916065
HTR7	-0.112148	1.66693	0.731199	0.916065
RSPO3	0.0468018	5.3185	0.731268	0.916065
FAM57A	0.123992	0.973676	0.731386	0.91608
PPP1R3B	0.0371152	7.58456	0.731544	0.916201
RP11-498E2.7	-0.276485	0.0141653	0.731672	0.916283
AC093627.10	-0.153681	0.558062	0.73175	0.916302
PSMA6P2	0.0849946	1.80356	0.731861	0.916364
PHKA2	-0.0379144	4.28164	0.732085	0.916531
STK35	0.0571435	4.03487	0.732271	0.916531
ASCC2	0.0353053	4.73582	0.732278	0.916531
LDHC	-0.220964	0.433042	0.732543	0.916531
RP11-305L7.7	-0.127071	0.957645	0.732638	0.916531
TMEM234	-0.143312	0.970779	0.732716	0.916531
CTBP2	-0.0623034	2.77559	0.732822	0.916531
FAM103A2P	-0.132114	0.655695	0.732829	0.916531
CTSD	-0.0390369	5.90791	0.732843	0.916531
CCDC9	0.0546101	3.5218	0.73285	0.916531
ZDHHC14	-0.0816225	2.14804	0.732879	0.916531
TGFB3	0.0630713	3.38149	0.73289	0.916531
PHIP	-0.0365716	5.11157	0.732934	0.916531
SUMO2	0.0596847	3.11279	0.732981	0.916531
KCTD18	0.0535224	3.2166	0.732989	0.916531
MOGS	0.0533717	3.9676	0.733174	0.916608
UVRAG	0.0432181	3.88348	0.733391	0.91674
GGA2	0.0305013	5.76806	0.733517	0.916803
AC012354.8	-0.143114	1.41996	0.733844	0.917134
GLTSCR1	-0.0751016	2.77201	0.733946	0.917183
CECR7	-0.169163	0.547075	0.734177	0.917287
WFIKKN2	-0.116868	1.31409	0.734208	0.917287
METAP1D	0.0493757	3.64064	0.734215	0.917287
CNIH3	0.153234	0.704722	0.73436	0.917362
TRIM13	0.0433211	4.13735	0.734399	0.917362
TRAPPC13	-0.0524052	3.7237	0.734568	0.917434
BNIP1	-0.0747579	2.30062	0.734617	0.917434
TRIP4	0.0556874	2.98581	0.734644	0.917434
MMACHC	-0.0629305	3.22818	0.734878	0.917522
KCTD13	0.089186	1.95891	0.734901	0.917522
SERBP1	0.0278601	7.37552	0.735154	0.917657
PAIP1	0.0324851	5.16264	0.735709	0.918085
LMBRD1	0.034403	4.80006	0.735726	0.918085
ANO2	-0.203253	0.373327	0.735899	0.918225
SEPT2P1	-0.139593	0.720005	0.736034	0.918315
LIMD2	0.18293	-0.144401	0.736379	0.91859
FAM43A	0.0823841	2.12458	0.73681	0.918799
MGST2	-0.0342973	4.92984	0.736859	0.918799
PSMD5	0.049258	3.40924	0.736876	0.918799
HSPA9	0.0271536	8.15515	0.73692	0.918799
PEX2	0.0308631	5.02772	0.73724	0.91907
ZNF506	0.0737125	2.66338	0.737318	0.91907
MIER2	0.0742	2.59576	0.737408	0.91907
TRDMT1	-0.0975495	1.83352	0.737412	0.91907
FAM212B	-0.0788307	2.74334	0.737449	0.91907
TSTD2	0.0542993	3.68497	0.737678	0.919277
SLC25A53	0.13547	0.63256	0.737793	0.919343
DNAJC5	0.0324372	4.62627	0.737993	0.919344
FLVCR1	0.128557	1.0846	0.738098	0.919344
GPR125	-0.033644	5.08072	0.738134	0.919344
IRF9	-0.187575	0.091236	0.738239	0.919344
RNFT1	-0.0697885	2.27479	0.738283	0.919344
STAG3	-0.0413508	4.52689	0.738374	0.919344
MRPS31	-0.0465792	4.15226	0.738469	0.919344
TSNARE1	0.0639332	2.67658	0.738493	0.919344
RP11-168O16.2	0.0915903	1.87053	0.738513	0.919344
EHBP1L1	0.0322308	8.98228	0.738513	0.919344
CD46	0.026763	5.76381	0.738667	0.919344
XPOTP1	0.127684	0.885982	0.738796	0.919344
RAB5C	0.0659101	2.72857	0.738803	0.919344
STAT5B	0.028598	6.67644	0.738931	0.919344
POLD4	0.0840333	2.03707	0.739021	0.919344
GALE	0.0978016	1.19107	0.739102	0.919344
TKT	0.0747859	2.41971	0.739117	0.919344
BRCC3	0.0402938	3.97068	0.739228	0.919344
CACHD1	0.0708108	2.64569	0.739351	0.919344
ZNF550	0.0743731	2.23435	0.739382	0.919344
NOC2L	0.0346025	4.88319	0.739423	0.919344
ZNF37A	0.0546237	3.60092	0.739453	0.919344
TADA2A	0.0605427	3.05199	0.739538	0.919344
CEP162	0.0913869	1.69535	0.739638	0.919344
CD248	-0.0833032	2.54928	0.739656	0.919344
CTD-2286N8.1	0.205323	0.0229151	0.739663	0.919344
MYOD1	0.0727769	4.34284	0.740012	0.919583
CTC-273B12.8	0.199347	0.354495	0.740075	0.919583
ARHGEF6	0.0286047	7.37334	0.740082	0.919583
EIF4H	0.0271203	6.13878	0.740209	0.919583
NKRF	0.0700717	2.49248	0.740247	0.919583
MYL12B	-0.026075	5.63045	0.740313	0.919583
TCF7L1	0.0829866	2.74747	0.740365	0.919583
PCYOX1	-0.0278207	7.3914	0.740539	0.919583
MRPS6	0.0377001	4.29394	0.740541	0.919583
C1orf85	-0.0985082	1.27873	0.74075	0.919765
PHBP3	-0.0817749	1.70554	0.740916	0.919894
GOT1	-0.0300475	8.38723	0.740981	0.919896
MAP3K14	0.0573426	3.60412	0.741176	0.920061
SUV39H2	0.146365	1.41537	0.74163	0.920492
GAREM	-0.0629902	2.85003	0.741784	0.920492
RP11-61N20.3	0.11313	0.95794	0.74188	0.920492
UQCRC2P1	0.148405	0.584441	0.742025	0.920492
KIAA0922	0.0292588	5.78586	0.742114	0.920492
TBC1D2B	0.0735325	2.69094	0.742165	0.920492
LTBP4	-0.0386403	5.76172	0.742165	0.920492
CDH11	-0.146099	0.504417	0.742204	0.920492
CRACR2B	0.117271	1.31616	0.74221	0.920492
SCP2	-0.0268438	6.8272	0.742313	0.920543
SNRPEP4	-0.131905	0.751447	0.74265	0.920817
PSMD4	-0.0262858	6.22938	0.742659	0.920817
RPA1	0.0296626	6.21305	0.742842	0.920928
PRCP	-0.0620509	3.36425	0.742874	0.920928
PPA1	-0.0342677	4.83602	0.743332	0.92134
NUDT1	-0.0777282	1.83086	0.743421	0.92134
TSPAN13	-0.10024	2.13275	0.743536	0.92134
PFAS	-0.058763	3.07703	0.743681	0.92134
ENTPD6	-0.0399244	4.49114	0.743747	0.92134
FTO	0.0310374	5.33866	0.743748	0.92134
UBE2E1	0.0371124	4.99336	0.743756	0.92134
PHF1	-0.0341285	4.80466	0.74389	0.92134
SCT	-0.10247	1.75125	0.743892	0.92134
RDH13	0.0574654	3.38168	0.744032	0.921392
JAGN1	-0.0490559	3.78263	0.74406	0.921392
TBKBP1	-0.0356554	4.63718	0.744338	0.921659
MTERF1	0.073643	2.14503	0.744537	0.921829
DOK4	-0.127352	0.953571	0.744606	0.921837
TMEM160	0.0694094	2.7973	0.744717	0.921897
C14orf39	0.111312	1.34409	0.744824	0.921952
LMOD1	-0.0313282	6.8596	0.744895	0.921963
ITIH6	0.0749485	2.22939	0.745002	0.921987
SYVN1	-0.0380335	4.66217	0.74504	0.921987
ASH2L	0.0337322	5.00694	0.745151	0.922048
SSH3	-0.088789	2.06368	0.745384	0.922127
CEBPZOS	-0.0295784	5.28791	0.745401	0.922127
C7orf60	0.0861781	1.97985	0.74545	0.922127
DEAF1	0.0471139	3.73772	0.745483	0.922127
RRP15	0.0318178	4.75532	0.745528	0.922127
CHRNB1	-0.0249499	6.48376	0.745649	0.922199
ZNF138	0.078261	2.69306	0.745841	0.922286
PIM2	0.193029	0.0093152	0.745933	0.922286
KIAA0196	0.0348329	4.54565	0.746042	0.922286
CHST11	0.16309	0.0262633	0.746094	0.922286
VTI1BP2	0.161745	0.614659	0.746203	0.922286
PCDH17	-0.132578	0.537741	0.746247	0.922286
SRP68	0.0253954	6.11747	0.746284	0.922286
ACTR8	-0.058583	3.32662	0.746297	0.922286
FBXW9	-0.223906	0.0988058	0.746344	0.922286
RPN2	-0.02661	5.89681	0.746576	0.922491
GALNT10	-0.0624356	2.98668	0.746744	0.922491
RP11-18B3.3	0.18897	0.890356	0.746822	0.922491
SUCLA2	0.026851	7.18337	0.746823	0.922491
RP4-798P15.3	0.155696	0.674527	0.746979	0.922524
QSOX1	0.0403747	4.21791	0.747097	0.922524
PRPF3	-0.037469	4.28374	0.747109	0.922524
PTPLB	0.0579217	2.66375	0.747183	0.922524
NUP88	0.0344619	4.83591	0.747476	0.922524
HNRNPA2B1	0.0242773	9.42096	0.74749	0.922524
FAM110D	-0.17619	0.209667	0.747505	0.922524
CCNT1	0.0380423	4.86151	0.747518	0.922524
NEK6	0.0714672	2.58586	0.747552	0.922524
PLLP	-0.142453	1.13382	0.747614	0.922524
LIN52	0.0599882	2.72975	0.747622	0.922524
VPS18	-0.0476551	3.32417	0.747663	0.922524
RPUSD2	0.0714888	2.34885	0.747892	0.922687
MAP3K8	-0.0999041	1.61056	0.747993	0.922687
USP46-AS1	0.159008	0.217809	0.748057	0.922687
MTMR11	0.124873	1.73287	0.748103	0.922687
TNNT2	-0.152033	1.28862	0.748107	0.922687
SYP	0.150177	-0.0153473	0.748454	0.923037
CDKN1C	0.0381018	4.05811	0.748662	0.923045
COMMD2	0.049413	3.21451	0.748711	0.923045
RP11-57C19.2	-0.119369	0.613966	0.748992	0.923197
PLA2G6	-0.0725683	2.4877	0.749022	0.923197
CYS1	0.185023	-0.176595	0.74918	0.923315
C6orf195	0.1793	0.305794	0.749468	0.923507
RCN2	0.0305433	4.91486	0.749504	0.923507
DHPS	-0.0307554	5.22232	0.749524	0.923507
NFKB1	0.039244	4.29328	0.749783	0.923725
TMEM14D	0.0627957	2.573	0.749843	0.923725
PBRM1	0.0412739	5.29872	0.750131	0.92387
CDC23	0.0485753	3.41453	0.750253	0.923933
TPT1P6	0.0624918	2.49702	0.750319	0.923933
EXTL3-AS1	0.185762	0.0612605	0.750379	0.923933
CTD-3022L24.1	-0.217239	0.0958033	0.750513	0.923933
PCYOX1L	-0.15876	0.940197	0.750593	0.923933
OGFRL1	0.0466408	4.00821	0.750621	0.923933
VIPR2	-0.0847716	1.98805	0.750805	0.924082
LEPREL2	-0.162455	0.593848	0.75089	0.924109
FAM117A	0.120103	0.996859	0.75106	0.924123
RPARP-AS1	0.087141	1.78539	0.751135	0.924123
ZSCAN16	0.201284	0.0523776	0.75118	0.924123
LAMA4	0.042602	4.10065	0.751242	0.924123
ZNF83	0.0833688	2.8306	0.75131	0.924123
CDIPT	-0.0364907	4.11755	0.751406	0.924123
RP11-477D19.2	0.127222	0.572059	0.751408	0.924123
RP3-331H24.7	0.0561541	2.86664	0.751603	0.924123
FADD	0.135705	0.625245	0.751664	0.924123
SLC39A14	0.0523922	2.96988	0.751671	0.924123
ZSCAN30	-0.0384483	4.36362	0.751723	0.924123
ADRM1	0.029267	5.50965	0.751778	0.924123
NPHP1	-0.0305287	6.5562	0.752088	0.924427
PCSK5	0.120732	1.24293	0.752155	0.924432
ABCC10	0.0472002	3.15898	0.752358	0.924605
HDAC11	0.0393201	4.74725	0.752739	0.924996
RP11-693M3.1	-0.0937942	1.8171	0.752899	0.925009
CTSA	0.0454073	4.34523	0.752909	0.925009
C10orf88	0.0870563	2.23151	0.752938	0.925009
CREB3L2	0.0419842	3.86826	0.753051	0.925071
SDAD1P2	0.224694	0.201479	0.753128	0.925088
LACE1	0.0771966	2.13503	0.753215	0.925113
MCM3	-0.0476397	3.64883	0.753273	0.925113
ZNF280C	-0.124909	0.552695	0.753507	0.925144
PIK3C3	-0.0317742	4.57406	0.753539	0.925144
UBE2H	0.025306	6.85813	0.753547	0.925144
PTPRQ	-0.126435	1.01974	0.753672	0.925144
IRX3	-0.0374058	4.56322	0.753686	0.925144
CADM4	0.0660485	2.19966	0.75372	0.925144
PACS2	0.0267637	6.80364	0.753738	0.925144
HADHB	-0.0287413	8.70526	0.754073	0.92523
INTS4	0.0545794	3.05387	0.754112	0.92523
DSG2	0.151864	0.640109	0.75419	0.92523
C1orf168	-0.0721282	2.24912	0.754273	0.92523
MED10	-0.0485748	3.64022	0.754313	0.92523
PPP3R1	-0.0423789	6.08388	0.754344	0.92523
PRMT5	-0.0390247	4.04147	0.754381	0.92523
AP2S1	-0.0414051	4.35104	0.754415	0.92523
NT5C2	0.0271231	5.37847	0.754543	0.92523
MTSS1L	0.0414724	4.06438	0.754643	0.92523
MYO5A	0.0650991	4.1226	0.754677	0.92523
MIIP	0.0600627	3.36556	0.754689	0.92523
POLR3C	-0.0596977	3.01987	0.754748	0.92523
TP53I3	-0.119813	0.670637	0.754924	0.925368
PDE2A	-0.0648039	3.09668	0.755035	0.9254
PLD1	0.0890991	1.44746	0.755127	0.9254
SLC16A1	-0.0292907	6.68275	0.755138	0.9254
GGACT	0.124685	0.558739	0.755314	0.925539
PGPEP1	0.0246351	5.7493	0.755431	0.925591
NPM1	0.0363825	4.44992	0.755608	0.925591
FLVCR2	0.0951044	1.32471	0.755747	0.925591
POLA1	-0.0561048	3.19102	0.755756	0.925591
DTX4	-0.10118	1.41644	0.756018	0.925591
AP3M1	0.0360118	4.18334	0.756037	0.925591
PGK1	-0.0247507	8.8183	0.75623	0.925591
MIF4GD	0.0460403	3.54376	0.756437	0.925591
TMEM136	-0.122952	0.720323	0.756555	0.925591
POLM	-0.0519671	3.05493	0.756574	0.925591
ARL6IP6	0.07655	2.61212	0.756576	0.925591
RSRC2	-0.0269309	6.00039	0.756593	0.925591
RP11-95M15.2	0.125575	0.320802	0.756629	0.925591
FAM78A	0.0278953	5.71907	0.756642	0.925591
EVA1C	-0.111795	1.45502	0.756675	0.925591
MEG9	-0.172568	0.0837118	0.75668	0.925591
RRP12	0.0369106	5.06127	0.75669	0.925591
VDAC2	-0.0289513	5.41208	0.756777	0.925591
UBE2Q2P2	-0.113455	0.674193	0.756792	0.925591
DKK3	-0.0628229	2.57745	0.756852	0.925591
SATB2	-0.0930133	1.87191	0.756863	0.925591
C11orf24	-0.0562314	2.74303	0.756954	0.925627
LYSMD2	-0.0616108	3.06342	0.757301	0.925955
MX2	-0.0906986	1.34363	0.75746	0.925955
ZBED1	-0.0249929	6.50014	0.757474	0.925955
ANP32A	-0.030109	5.22645	0.757635	0.926075
CTA-221G9.12	-0.0500782	3.00928	0.757891	0.926312
ZNF774	-0.0525927	3.15218	0.758185	0.926386
P2RY14	-0.154168	0.547099	0.758227	0.926386
PDCD10	-0.0594871	2.85124	0.75834	0.926386
LAMTOR5P1	0.142251	0.306129	0.758375	0.926386
TBP	-0.0558913	2.8435	0.75838	0.926386
RP11-328C8.2	-0.0481262	3.68897	0.758463	0.926386
SYBU	0.0993221	1.06481	0.758646	0.926386
PPP1R14C	-0.0299924	5.82479	0.758669	0.926386
VASH2	0.16399	0.0256026	0.758769	0.926386
SLC16A3	-0.0291686	6.01908	0.758864	0.926386
ZMPSTE24	0.0448178	3.67606	0.758887	0.926386
SIRT7	-0.0681998	2.12977	0.759006	0.926386
MTHFR	0.0352579	4.57064	0.759012	0.926386
GALNT16	0.0631458	2.30233	0.759151	0.926386
KLHL32	0.184253	0.00395898	0.759185	0.926386
SET	0.02677	6.1652	0.759249	0.926386
CCDC30	0.178411	0.309257	0.759271	0.926386
ZNF347	0.0844774	1.51521	0.759475	0.926558
TMBIM1	-0.0244387	6.82152	0.75971	0.926768
ZNF777	-0.0500963	3.23462	0.759858	0.926833
KCTD10	0.0490718	3.88385	0.75999	0.926833
CRYAB	0.0289045	10.6303	0.760039	0.926833
MRAS	0.0320966	5.22542	0.760076	0.926833
CDHR5	0.166906	0.128915	0.760192	0.926833
IFT140	-0.0727377	2.12941	0.76021	0.926833
TTI2	0.0934362	1.94594	0.760266	0.926833
AC005154.7	-0.124918	0.412742	0.760558	0.927112
MRPS10	-0.028664	5.36481	0.760883	0.927368
LRRC8D	0.0780484	1.92946	0.76092	0.927368
XPR1	-0.0385724	3.64186	0.760956	0.927368
ZNF398	0.0519655	3.10657	0.761114	0.927402
PIWIL2	-0.130383	1.4235	0.761145	0.927402
ABHD16A	0.101804	1.06454	0.761172	0.927402
ZNF697	-0.0859234	1.95585	0.761447	0.92766
ZNF160	-0.0537275	3.20954	0.761549	0.927698
JARID2	0.0333488	4.7803	0.761657	0.927698
TRPC1	0.118152	0.553519	0.761701	0.927698
TEAD3	-0.0308045	4.67239	0.761762	0.927698
DHX40	0.0405394	4.00255	0.761931	0.927698
RRP1	0.0483644	3.22328	0.761936	0.927698
POM121C	0.047522	3.17736	0.762	0.927698
RNF135	-0.0736967	2.52338	0.762129	0.927698
PDE4A	-0.0269321	5.50738	0.762144	0.927698
ZNF263	-0.050723	3.31311	0.762155	0.927698
ZNF180	-0.083473	1.66388	0.762208	0.927698
CTB-95D12.1	-0.0986971	0.730245	0.762233	0.927698
IFFO2	0.0842856	2.07488	0.762454	0.927771
SLC25A43	0.115878	0.562548	0.762594	0.927771
RP3-437C15.1	-0.105415	0.703988	0.762612	0.927771
NCAPD3	0.0579667	2.76037	0.76285	0.927771
MGMT	0.0487391	3.40013	0.762897	0.927771
RNF8	0.0422634	3.58974	0.762939	0.927771
POSTN	-0.189367	0.229415	0.763077	0.927771
RTCB	-0.0312764	5.30207	0.763138	0.927771
PPP6C	0.0267696	6.81498	0.763204	0.927771
ZNF527	0.0816714	2.01925	0.76323	0.927771
SF3B1	0.0240409	7.74848	0.763502	0.927771
AGBL5	0.063366	2.92707	0.763536	0.927771
NR2C2AP	0.138577	0.615483	0.763562	0.927771
COX20P1	0.147502	0.55885	0.763596	0.927771
PRNCR1	-0.0840503	1.42682	0.763608	0.927771
SAMM50P1	-0.118689	0.945225	0.763666	0.927771
FUBP1	-0.0320905	5.37599	0.763771	0.927771
PPP1R12C	0.0366802	4.0358	0.76386	0.927771
C2orf43	0.175993	-0.0351063	0.763861	0.927771
RNF180	0.0788144	1.99163	0.763935	0.927771
CD2BP2	0.0327728	4.83926	0.764023	0.927771
VPS53	-0.0309376	4.72584	0.764034	0.927771
ENTPD7	0.142375	0.336926	0.764125	0.927771
RP11-397G5.2	0.10296	1.01863	0.764162	0.927771
TRAF5	0.0807624	1.71911	0.764178	0.927771
RPL5P1	-0.178125	0.0997813	0.764292	0.927771
RP11-15E18.5	0.185926	-0.00239487	0.764441	0.927771
B4GALNT1	-0.0773707	2.11966	0.764479	0.927771
RP11-508N22.12	-0.206149	-0.0179978	0.764563	0.927771
GPN2	-0.0414666	3.61016	0.76457	0.927771
TPMTP1	-0.111592	0.739786	0.764582	0.927771
PCGF3	0.0333686	4.42124	0.76462	0.927771
CFL1	-0.0255612	5.5487	0.764978	0.928041
ECHDC3	-0.0451525	3.51128	0.765094	0.928041
RP11-700P18.2	-0.154461	0.258813	0.765315	0.928169
MAPK8IP1	-0.179332	-0.0718644	0.765325	0.928169
PTP4A1P2	0.199302	0.0108362	0.765471	0.928269
UBL7	-0.0307217	4.96672	0.765567	0.928309
KANK2	0.0399219	4.32886	0.765859	0.928587
SLC26A9	-0.167373	0.674097	0.766116	0.928691
SDF4	-0.0264271	5.4506	0.766134	0.928691
PDGFC	0.0644775	2.39896	0.766545	0.928962
PRRX1	-0.0291445	5.89096	0.766614	0.928962
PPCDC	0.0717169	1.83433	0.766665	0.928962
PLEKHA6	0.0670142	2.27278	0.766666	0.928962
CD37	0.15163	0.0577748	0.766676	0.928962
ZBTB42	-0.0619785	2.29222	0.766958	0.928986
AFMID	-0.0619868	2.49489	0.767007	0.928986
GPRIN3	0.0786908	1.72992	0.767224	0.929096
CTB-31O20.4	-0.13376	0.386601	0.767674	0.929366
ARRDC1	-0.0494439	3.2752	0.767694	0.929366
TMOD2	0.0657959	2.81089	0.767763	0.929366
KIAA1683	0.119117	0.981576	0.76781	0.929366
PSMC3IP	-0.107108	0.879973	0.767883	0.929366
ZBTB7A	0.0252602	5.56813	0.767898	0.929366
KY	-0.0492619	3.53112	0.767929	0.929366
PRPF18	-0.0612032	2.58505	0.768011	0.929366
LRRC48	-0.0825105	1.56375	0.768077	0.929366
RNF217-AS1	0.175585	0.152909	0.76878	0.930064
RP5-1159O4.2	0.12238	0.757403	0.768885	0.930066
EPHB6	0.106809	1.05073	0.768926	0.930066
TBCAP1	-0.120916	0.713249	0.768971	0.930066
COL28A1	-0.0574752	3.15766	0.769355	0.93042
URB2	0.0574181	2.94547	0.76939	0.93042
CCDC113	-0.0602236	2.53588	0.769529	0.93044
PAQR6	0.156413	-0.0652569	0.769614	0.93044
NMT2	-0.0515128	3.1371	0.769677	0.93044
C10orf54	0.0470077	3.56786	0.769697	0.93044
RCN1	-0.0638383	3.14245	0.769766	0.93044
PRADC1P1	-0.116456	0.783835	0.769792	0.93044
PCNXL4	0.0310821	4.84597	0.769848	0.93044
FKBP2	-0.0445997	3.08228	0.770039	0.930525
